Пол,Сообщение
False, Кун 19 с 1 по 4 в ДС можем побухать vk com passe_pied
False, 1 Москва ДС Конгломерат из двух тусовок человек в 8 10 с равным половым составом возраст 21 32 2 Ищем веселый народ готовый к нам примкнуть в праздновании НГ sonlzetvoyo
False, Москва ДС Если тебе нечем заняться в новогоднюю ночь и ты не против составить компанию доброму 26 лвл кунцу с несколькими годами хиккования в анамнезе напиши мне Обсудим проблемы социализации аниме и все на что будет способен размякший от алкоголя разум в окружении прекрасной теплой ночи должно быть около нуля Найти меня можно здесь invain Partyhardsoc gmail com Жду именно тебя тихоня маршрут сам себя не составит 
False, Кун 20лвл Саратов Попиздеть в Новый год
True, Казань Девушка 29 лет ищет девушку не младше 21 года для общения и возможно отношений я би Интересы разные может найдутся общие Прошу много пьющих упарывающих и психованных не писать с такими я не знакомлюсь Подробности в переписке
False, 1 Рыбинск Ярославская область 26 М 2 Логистика вкусная еда сериалы собачки 3 Девушку для серьезных отношений 4 Есть почта www pituka gmail com
False, 1 Краснодар 20 лет парень 2 Гитара программирование универ сон 3 Асоциальную девушку для общения в соц сетях но можно и кунчика Не пишите ничего плохого пожалуйста 4 Фейк Vk С перекатом в тг
False, 1 Санкт Петербург Питер СПб ДС 2 22 мужской 2 Дешёвый алкоголь и весёлые компании 3 Тусу вписку на Новый Год 4 real_human_being пахан dmitri_tokmashov телеграмм
False, Пишу музыку го со мной disocrd 
False, Хотя буду рад всем Пишите 3
True, 1 ДС ОНЛИ Тян 21 2 Шоплифтинг вещества партаки 3 Отбитых челов 4 TG Ah_Lohi vk com claaair
False, Хабаровск Кун 16 ти лет Ищу с кем можно провести Новый год
False, 1 Харьков парень 2 Играю в игори хожу в спортзал смотрю аниме хожу в кино пью кофе всяческие спиртные напитки читаю книги бородат высок и крепок и всякое такое разное 3 девушку 20 30 которой так же грустно и одиноко 4 tg 
False, ДС 21 м Тяночек чтоб вписать на НГ метро вднх Телега Nikoqw
False, 1 ДС 18лвл Кун 2 Дизайн фш рисование игры Также немного историей увлекаюсь 3 Ищу тян куна для совместного празднование НГ С меня свободная хата алкоголь с вас интересная компания Не хочу в одиночестве проводить 4 
True, тян 25 запорожье завтра праздник не хочу втыкать одна заберите к себе плиз lisa nagurskaya gmail com
False, 1 Тюмень 22 кун 2 Философия писательство кино сериалы музыка будто кто то этим не интересуется Могу поддержать диалог на почти любую тему 3 Тян для общения а дальше как пойдет 4 телега YaNeExtremist почта spacelemming03 yandex ru
False, 22 года кун Челябинск ищу тян 18 25 лет для общения прогулок интересуюсь самыми разными темами политика литература кинематограф и проч 
False, С новым годом и идите НАХУЙ 11 cardinalsin
True, Спб Питер ДС 2 ПОКАЖУ СИСЬКИ А ТАКЖЕ ПОЗВОЛЮ ТКНУТЬ ПАЛЬЦЕМ В ОДНУ ИЗ ДВОЙНЯШЕК тому кто организует мне большой неебический скидон на такси 300 рублей с мелочью на карте не больше Яндекс uber gett промокоды на ПЕРВУЮ поездку нинужны Мне необходимо дбраться от Муринской дороги до Пролетарской у меня признаки похмелья в виде острой головной боли которая стремительно усиливается при мысли о городском трансопрте НАПИШИ МНЕ LimonnyySok
False, Владивосток кун 19 лвл Поздно наверное спохватился но так получилось что придется отмечать новый год одному в чужом городе Хотя отмечать с хуй пойми кем из двача тоже не хочется но а что поделать Короче пишите а там как получится idinahui111
False, ДС 2 ищу тянучку для гулянок на Новый год а потом капчевания за столом у меня на хате под шампунь оливье и ёлку Твоя внешка не важна Есть много оливье его надо жрать На фото моя рожа есчо Почта saikakusen mail ru Аська 210403152 Телега saikakusen Могу кинуть телефон если надо 
False, привет дорогой двачер пошли играть в донт старв тугевер мы две няшечки няняняняня д и с к о р д shmelinochka
True, Отбитая на всю голову тян из ДС 23 СРОЧНО разыскивается анон из ПИТЕРА чтобы гулять всю новогоднюю ночь по городу я приезжаю 31 числа в 20 00 Время от времени можно заходить в какие нибудь забегаловки пожрать погреться и зарядить телефон А днем первого числа ты отведешь меня в гостиницу там я просплюсь и МБ останусь у вас еще на день другой чтобы заценить музеи Единственное требование будь веселым и дружелюбным ВК Телега assenizator
False, Тянки из Томска которым не хочется отмечать новый год в одиночестве мы собираем небольшую компанию и предлагаем вам в нее вписаться Есть хата есть бухлишко Цепляйтесь Пиши в телегу charisma_says
False, 1 25 М небольшой город в Германии бываю в ДС и ДС 2 2 Политика история наука немного философии Бас гитара редко книги почаще 3 Собеседника 4 NordFallen
False, Привет соц Такое дело летим в 10х числах ноября в Гоа Летим на месяц дикарями без отелей и прочей херни В планах Морько мопеды наркотики ром веселье Нас пока 4ро 3 парня и 1 девушка 24 30 лвл Ищем весёлых ребят сгонять за компанию вместе то веселей Бюджет примерно 50 60к на все с билетами Soc2ch111 yandex ru
False, 1 Волгоград 24 парень 2 Очень разностороннее развитая личность разве что ногти остриженные в баночку не собираю 3 Ищу тянучку для ирл а с самого южного района а так пишите все 4 
False, НиНо Нижний Новгород парень студент Ищу девушку дабы скрасить прекрасным эти праздники Гмыло скуп телега andravdo
False, немного за 20 м ищу женщину мечты из новосибирска для продолжения рода и скорейшего получения материнского капитала почему из 10 постов из новосибирска 10 кунов и 0 тян где заблудшие самки м м м и еще вот интересно парни вам кто нибудь пишет ваще bubbletrouble
False, 1 Воронеж 21 кун 2 Флегматик с переходом в сангвиника увлечён историей юриспруденцией оркестровой музыкой войной бильярдом и много чем ещё 3 Тян из Воронежа офк для общения дружбы etc 4 Телега 
False, Ищу тянку из дс 2 для празднования нового года чтобы не быть одиноким внешность значения не имеет С меня своя хата и стол ёлка телевизор с Путиным и пека с играми Всё как у людей только без людей 
False, 1 Сомец город по умолчанию 23yo 2 В настоящий момент самокопание отчаяние исступление и упаднические настроения в целом В принципе современная музыка информационная безопасность диванная философия архитектура литература ПАВ 3 Человека способного терпеть мой гнилой пиздеж Бонусом будет обмен пиздежом в равной пропорции Подарком судьбы будет возможность проветриться во время грядущих выходных 4 Телеграм ВК sho_goki
False, Москва М 19 Студент гуманитарий личинка юриста Давно есть желание просвещаться не только профильными знаниями но и чем то для общего развития но все откладывал В первую очередь я имею в виду посещение театров выставок галерей музеев и прочего Я был очень в немногих местах самые базовые музеи типа космонавтики в Королеве или Дарвинском 3 столичных театра и около того же галерей из которых кстати впечатлила меня только одна но я был очень удивлен тому что могу прочувствовать и понять что то из картин могу и Вас туда сводить если не были Вообще у меня все равно туго с искусством наверное но это просто от моего невежества думаю Ищу девушку с мужчиной подумал только что было бы странно ходить вдвоем в такие места лол Из моих желаний это возраст 18 умение вести светский разговор и чувство такта желание к духовному просвещению Еще было бы замечательно чтобы у Вас была женская обаятельность и чувство прекрасного чтобы мной с этим делиться Сам я выгляжу опрятно и не совсем дурачина тоже буду с Вами своим делиться интересностями и прятностями А и да надо обязательно посетить балет хоть раз в жизни то а то русский человек а ни разу не видел стыдно Почта 
False, 1 Пол default город не важен возраст 21 2 Тян от 16 лвл для более менее регулярных интимных переписок Здорово если ты будешь одинокой долгое время без особого опыта в отношениях и сексе хотя это не главное буду рад любой не слишком выпендрёжной девушке Можешь быть страшненькой с комплексами это даже неплохо но не слишком толстой Фото не потребую в обязательном порядке но описание внешности для меня важно буду надеяться на твою честность Отыгрыш ролей как таковой не особо интересует а что нравится отпишу уже на фейкопочте Также смогу поддержать разговор и на другие темы ни в коем случае не хочу ограничиваться пошлостями Вообще давно мечтал об эдакой подруге по переписке что называется без границ Ах да еще ценю заинтересованность одна 2 строки в ответ в рамках переписок не нужны Почта trevelbeyond yahoo com оттуда уже перекаты
False, 1 Екатеринбург Екб 2 Новый год ничего не делаю хочу найти кого то шароебиться и иметь веселье до потери пульса В смысле хоть новогоднюю ночь встретить на набережной мне как то всё равно даже интереснее будет 3 Кого угодно Лютое одиночество месяц как вернулся никого и ничего нет Не разбивайте к хуям моё большое и доброе сердце 4 vk com tinrifle tg FriendlyLollipop
False, ДС м 25 Девушку погулять сегодня вечером по Мск попить кофе Новогоднего настроения все нет test1test2test list ru оттуда перекат
False, ты интересная личность и не против пообщаться flashingpictures дсовский кун за 20
False, ДС компания из 5 человек 3куна 2 тян 23 27лет ищет еще одну тян для ламповых посиделок в новогоднюю ночь Упарываемся провожаем уходящий год встречаем новый и все вот Место и дружелюбная компания в наличии Вкатывайся будем рады
False, ДС2 парень 25 лвл 177 63 Неудачник просравший все полимеры Девушку чтобы встретить новый год без нытья просто нажраться тг saintpcitizen
False, 1 ДС 23 кун всратый неламповый нищеброд 169 80 2 Игры аниме манга 3 Собственную послушную тян на всю жизнь 4 vlastelin yahoo com
False, ДС М 27 худой Ищу тян встретить НГ можно посидеть где нибудь или поиграть в игоры или выпить hi666
False, 1 18 летний домосед из Львова кун 2 Игори VA 11 Hall A Fallout New Vegas Hotline Miami мне стыдно правда ничегонеделание Из музыки люблю retrowave vaporwave synthwave dark synth space ambient eurobeat и все песни Дафт Панков 3 Ищу порядочную няшу готовую на серьезные отношения В свою очередь готов стать опорой в любых начинаниях 4 телеграм Imp_Wmp
False, 1 15 лвл 2 О себе рассказывать нечего Полностью подхожу под определения словам социофоб хиккомори долбаёб Короче как и любой сидящий на этой борде 3 Ищу пол неважен человека который подходит под следующее описание не социоблядь не моралфаг духовно богатый шаришь в видеоиграх грамотный возраст от 13 16 4 
False, ДС2 30 лет male Ищу тян для встречи Нового Года Можем погулять на Дворцовой площади а потом посидеть у меня дома ну и вообще культурная программа обсуждается телеграм imperfect_illusion
False, Ищу тян соигрока во что угодно 
True, Тян 16 Саратов Ищу куна пообщаться и все дела Желательно из этой же помойки А еще можно поиграть в доту vk com miliy_kotek
False, Поделюсь ламповостью тележка karasiq00000
False, 1 Минск 25 парень 2 30 31 числа погулять вместе развеять предновогоднее одиночество и тоску пошататься по городу хоть в макдональдс зайти угощу пирожком 3 Девушку старше 18 с лолей я буду себя чувствовать слишком странно 4 mailforsoc1992 mail ru erwinetel
False, Кун 20 лвл Киев Ищу с кем нг отметить Телега waterisapoison
False, 1 ДС Кун 23 2 Тян без заморочек и серьезных проблем с головой Не хватает одной девушки на вечеринку по случаю НГ Радушный прием и дружелюбная компания в наличии Будем упарывать мадам под бой курантов а накурившись играть в колонизаторов 3 
False, 1 Вирджиния СыШыА возраст Христа М 2 Война финансы разведка Ближний Восток 3 Ж желательно в той же стране ибо обратно в рассею не хочется 4 tabrizijosh at gmail dot com
True, 1 Тян 18 лет Иркутская область 2 Пообщаемся и узнаем друг о друге 3 Куна домоседа желательно 18 Мне грустно и одиноко Если повезет и ты где то поблизости можем вместе провести этот новый год tg toxicq
False, 1 Столица Сибири 22 оборота вокруг солнца несу XY комплект хромосом 2 Обычнокун дрищеват рост 196 учусь на врача из интересов естественные науки гитарка горные лыжи Алкоголь и курение могу записать в привычки 3 Тянучку Ну и актуально до нового года тех с кем можно его провести 4 Telegram Wonder_Waflya
False, Сап 28 лвл кун 186 70 Волгоград Волжский Ищу няшную тян до 45 лет Очень хочется найти родственную душу противоположного пола с которой можно было бы подружиться и провести остаток дней вместе Из интересов английский книги всякие иногда читаю если сильно депра не ебет Не слишком общительный но прям пиздец встречались мне в жизни тян с которыми было крайне легко общаться Если ты няша заинтересуешься и откликнешся то давай найдем время встретиться а там уже каждый поймет нравится ли другой или нет На фото я несколько лет назад пишите 
False, Спб qxeqxh Только переписка парень
False, одичавший анон из дс с необходимостью общаться halfsquat
False, 1 Владивосток 22 парень 2 Да 3 Няшу стесняшу 4 тг m1lk1s25rus
False, Парень 27 МО Люберцы 194 71 симпатичный добрый скромный Не омега вроде просто сыч дом работа дом игры в последнее время редко раньше вов кс дотка и соло рпг кино бомж с дробовиком книги фэнтези преимущественно Ищу спокойную добрую и симпатичную стройную девушку до 30 лет чтобы встретить НГ у тебя или у меня дома будем культурно выпивать смотреть видосики с ютуба и делиться мечтами и желаниями без интима В праздники можно продолжить общение походами на каток в кино и т п Безопасность и комфорт гарантирую безудержное веселье нет lazar2017 
True, меня зовут Арина писать сюда это просто блять неуважение к себе но сейчас у меня непонятный период в моей жизни я нахожусь будто в чистилище мне как никогда необходим добрый и понимающий друг по сети который много сидит за пк и сможет уделять мне все свое свободное время опционально конечно bash im yahoo com если Вам меньше 14 лет девушка или если в пункте интересы пишите аниме и прочую стандартную хуйню то не стоит отписывать
False, 1 Кунец 26 лвл я 2 Увлекаюсь довольно широким спектром времяпровождения Читаю фантастику фентези философию я философ лол но довольно неважный Играю в инди игры в гранд стратегии люблю что то нединамичное а залипательное Играю в настолки начал собирать свою их коллекцию Ну и фильмы в особенности триллеры Я немного ебанутый у меня расстройство личности и походу депра Но справляюсь 3 Ищу кунов и тянов Сам я больше креативщик генерирую много идей часть из них шлифую часть оставляю на будущее Хотелось бы найти либо таких же креативщиков либо что лучше людей шарящих с которыми можно переговорить на другие темы может обсудить и запилить какую то идею до конца 4 телега zion_kun
True, Тян 20 ДС Писать только красивым желательно от 18 тг graverave
False, 1 Парень Крым 28лвл недавно сказали что младше выгляжу чем рядом стоящий чувак которому 24 хз хорошо это или плохо 2 192 87 Суровый технарь конструирование электроника и программирование микропроцессоров Походы по природе велосипед активный отдых метал музыка гитарка немношк Трени на свежем воздухе зож кароч не переношу вредные привычки Работаю иногда на двух работах что порой дико напрягает хотя и отвлекает от всяких грустных мыслей НЕ смотрю аниме редко играю в игры и редко смотрю сериалы люблю хорошее годное кино 3 Человеков желательно девушку для общения онлайн а если пойдет то и ИРЛ Кому скучно или есть общие темы интересы да и вообще всем кому одиноко этими новогодними деньками пишите поздравим друг друга с нг 4 tg ironjam
False, 1 Парень Крым 28лвл недавно сказали что младше выгляжу чем рядом стоящий чувак которому 24 хз хорошо это или плохо 2 192 87 Суровый технарь конструирование электроника и программирование микропроцессоров Походы по природе велосипед активный отдых метал музыка гитарка немношк Трени на свежем воздухе зож кароч не переношу вредные привычки Работаю иногда на двух работах что порой дико напрягает хотя и отвлекает от всяких грустных мыслей НЕ смотрю аниме редко играю в игры и редко смотрю сериалы люблю хорошее годное кино 3 Человеков желательно девушку для общения онлайн а если пойдет то и ИРЛ Кому скучно или есть общие темы интересы да и вообще всем кому одиноко этими новогодними деньками пишите поздравим друг друга с нг 4 tg ironjam
False, 1 Спб дс2 26 м 2 Работаю рисую прострактинирую Жизнь проходит медленно и местами даже приятно 3 тян желательно без тараканов в голове и видимых уродств на теле которой нравятся неудачники самодуры из айтишной тусовки И естественно без наркоманских замашек я человечек домашний со светлой наивной душой дорогу перехожу только на зеленый 4 EelAlbino
False, М 28 Киев Ищу девченку для совместного курения дудки и обсуждения смысла бытия Возможно у нас с тобой похожие ценности и взгляды на жизнь none_so_vile
False, 1 ДС 1 17 лвл кун 2 Двач политота 3 Тянку нецелова 4 vmakarov54 тентакли
False, 1 Кун из ДС 22 2 Увлечения дефолтные без выебонов Музычку послушать в игрушки поиграть сериалы посмотреть это все я Ну а еще у меня работа есть буду тебе всякие ништяки покупать твикс там или киндер сюрприз по праздникам 3 Ну естественно тяночку желательно даже без хуя да вот такой я ебанутый Вообще зима тут скоро а кому захочется сидеть одному дома и смотреть на унылые заснеженные улицы Поэтому давай сидеть вдвоем 4 
False, Няшный кун Львов 20 Ищу тян farquasar1984 gmail com
False, Дс 17 м Курю пью развлекаюсь Ищу теплого общения и людей для погулять а дальше как пойдет jesusisinsane
False, удиви меня VK dddoge TG dooooooooooge
False, В небольшую компанию из ДС нужна одна тян для ровного счета будем встречать 2018 В программе дружба с бонгом MDMAмимишные игры в настолки до рассвета приятная разнополая компания 23 26 лет Скучно грустно одиноко Вкатывайся тг MarketingWhale
False, кунец дс 27 болею и что то скучно Тню разбавить скуку gogoepta
False, DC и не DC Лампово и душевно пообщаться Создадим тебе вселенную или создадим ее мне catinthehateubitch
True, В связи с рождественской новогодней суетой и стремительным отъездом большей части знакомых грех не попытать удачу найти тут собеседника на эти каникулы но может и не только на каникулы Девуля 16 совсем скоро 17 Копенгаген На живое общение я мало рассчитываю но если это возможно ОГРОМНЕЙШИЙ ПЛЮС Интересы обычные кино желательно хорошее книги тоже хорошие порисовать пофотографировать да и искусство в целом Очень нравятся иностранные языки особенно испанский Багаж языкознания велик 6 языков и почти идеально но всегда хочется чего то нового Могу помочь с твоей подготовкой к ЕГЭ Единственное необычное тут может быть только вкус в музыке все ветки кора панк и металл да Но херню типа Пошлой Молли я тоже слушаю да Если тебе тоже не с кем провести каникулы пиши в тг buhlonepodvelo
False, 1 Дс 2 24 м 2 Игры фильмы книги активный отдых покатушки на вело и коньках природа Не пью но парю 3 Ищу девушку для нормальных отношений не путать с отношахматами 4 creocam
False, Ближнее подмосковье пол мужской за 20 уже есть Тяночку женщину телочку писечку девочку пообщаться неважно кто ты и что ты делаешь за дозу ебешься или в школу ходишь и уроки не пропускаешь лишь бы печатать умела и не воспринимала все слишком серьезно Не буду расписывать какой я ахуенный сколько оняме посмотрел языков погромирования выучил и сколько игр прошел и так полный тред этих бомжей Дуровская параша ko3412
False, Кунец Днепропетровск хiхлiндiя ищу тянку для всего что можно вообще делать с 3д тянкой Telegram pkg21
False, Парень 18 ДС2 ищу компанию для встречи нового года t Sample_SS
False, 17 П похуй ваще Книги сериалы личный опыт ваш телеграмм hrckbrg
False, Аноним Хочется пообщаться с кем нибудь перед сном а то скучно и одиноко wholookatme
False, 4173225 1 22 парень город не важен Сам в Москва МСК ДС 2 Кино сериалы видеоигры программирование музыка написание сценариев 3 Девушку или парня для общения чтобы скрасить одиночество этой зимой Не против встреч вживую если мы не слишком далеко друг от друга 4 телега harotobira почта paul sadgirl mail ru
False, 1 ДС 24 М 2 работа сон работа гуляю по выходным Интересов нет 3 Человека для общения 4 q2ew134r1 gmail com после пары сообщений можно в телегу вк Тут я бы должен написать какой я ахуенно интересный собеседник но нет Я не считаю себя интересным у меня нет увлечений моя жизнь как день сурка Не ебу мозги не пытаюсь поднять свою самооценку за счёт вашей не выёбываюсь не гружу своими проблемами читай не нахожусь в депрессии не ожидаю слишком многого от знакомств на двоще От вас ожидаю того же самого А ну ещё стоит отметить что я не пью и соблюдаю закон в части статьи 228 Короче пишите 
False, Очередная хуемразь 20 лвл ДС Тян девушку женщину с желанием часто и стабильно общаться встречаться выпивать или просто сидеть дома и смотреть онеме сериалы фильмы стримы ютуб Такие дела тг donquixotte vk vk com id226489682
False, Хелло Итс ми эгейн Это все не важно если тебе не с кем прогулять новогоднюю ночь есть я Меньше думай и может получится нечто интересное Вечный тг 
False, кун дс2 21 не всратый учусь на химика технолога люблю работать в лабе руками подрабатываю лаборантом за бесплатно ради легкого диплома и фана дохуя читаю люблю хорошее кино рисую и мечтаю начать уже делать татухи Раньше занимался работал программистом Нейтрально положителен к аниме есть парочка любимых в основном типа mushishi раньше увлекался ролевыми форумами Еще фоткаю Еще я добрый но ленивый Ищу Тян из дс2 с более менее приятным характером и недостатком общения тепла вставь свое но без плюсов в виде 100 лишних кг на весах пиздатого чсв и подобного говна Негативно отношусь к веществам и вниманиеблядям Не буду за вас поддерживать диалог Редко пишу первый человеку которого не считаю близким другом Люблю погулять не против пофоткать тебя или даже сводить в киношку на что то нормальное телега kyooni вк yourdeepfear
False, 1 м 25 2 играю в csgo rust dota2 issac смотрю твич сижу дома Всё 3 тянку для общения 24 7 4 
False, Лживый жестокий тип как сказала бывшая Живу один Работаю иногда в такси 
True, Перезалив 1 Владимир 1996 г р мальчик 2 Много чего знаю и много чем увлекаюсь Люблю тему человеческих отношений и всяких редких и странных штук 3 Хочется тян титан одиночества из меня не состоялся Я очень устал натыкаться на сломанных людей помогать которым бессмысленно по той причине что сами они ничего менять не хотят Приветствуется позитивная энергетика 4 
False, 24 м из ДС Еду в мухосрань праздновать новый год пикрелейтед Предстоит 40ко часовая поездка не спрашивайте куда Немного о себе мне хочется человеческих отношений и одновременно я избегаю людей Поэтому я страдаю от одиночества и одновременно нахожу в нем покой Моя жизнь состоит из работы тренировок самообразования и ПКшных игр В будущем планирую вкатиться в катание на велике Всем добра Tg nibblerenush
False, 1 Владимир 21 м 2 Студентота люблю оранжевый бананы и поговорить о всяком разном 3 t y a n 4 
False, Кун 19 лет Ищу пошлую тян предпочтительно с фетишом писсинг в трусики да и в целом на процесс мочеиспускания Qaradylel
False, 23 Краснодар Ищу тян для совместных провод новогоднего уныния vk com vlad topal anemone34
False, Кун 24 lvl Краснодар но не критично будь ты хоть с Магадана Ищу тню Возраст не важен абсолютли хоть ты лоля хоть милфа Просто поговорить днями ночами утрами вечерами Скучно я работаю друзья работают поэтому время частых вылазок в город прошло Сижу дома изредка выползая на улицу в магаз за едой и пивом пройтись в роще музыку послушать потому что от скуки натурально рвет крышняк Смотрю все не имею предрассудков к китайским порномультикам музыку слушаю тоже любую кроме разве что шансона наверно ведь не очко обычно губит а перо под ребро Играю в игори но не могу в дрочильни типа лола и дотана Не сексист к сексуальным меньшинствам отношусь спокойно есть представители среди знакомых Окажешься с Краснодара можешь рассчитывать на походы по барам прогулки по Красной покурить возле Галереи лол Только пожалуйста если случится чудо и ты напишешь умей писать больше двух трех слов в предложении и умей тоже проявлять инициативу в общении и не ракуй молю Будь нормальной тнёй в меру тоже конечно же Не будь весом около центнера и выгляди как девушка это пожалуй единственное требование ко внешности Я не из тех товарищей которые нагло врут в глаза о том что внешность в девушке им не важна И да не пиши если ты тупо ищешь кого то поболтать на вечерок от скуки Обнял Телега DivineShawarma Фейкопаша id408411959
False, 1 Когалым 18 М 2 Geek 3 Друзей 4 
False, писать на behshehr gmail com
False, Омск Сдержанный и приличный молодой человек мечтает встретить новый год в объятиях незнакомки С меня шампанское конфеты презервативы и бритые яйца а с вас место встречи Полностью гарантирую вашу анонимность 
False, 1 Киев кун 24 лвл 2 Ну типа как обычно бухло много и игори с кинцом ещё немного рисую под настроение 3 Тяночку от 18 лвл желательно из Киева 4 Телега shtiv93
False, идет четвертый литр пива го поболтаем желательно такого же пьяного id457939895
True, 1 До недавнего времени была девушкой Краков 18 годиков 2 История игори физика тохо синематограф соулсборн синтвейв всей душой ненавижу китайские мультики но увы из этого болота вылезти не могу В меру весёлая и беззаботная чересчур разговорчивая и общительная Часами могу болтать ни о чём часто теряю или обрываю мысль на середине а позже снова возвращаюсь к теме не люблю ходить вокруг да около когда проще сказать прямо Несмотря на присущие типичным экстравертам качества друзей у меня нет что порядком надоело Не разбираюсь в отношениях между людьми и не всегда понимаю что можно говорить а что нет из за чего кажусь бесцеремонной Ищу такого же простого дурачка на которого я могла бы убить всё свободное время В первую очередь ценю прямолинейность заинтересованность в диалоге и разговорчивость да я много говорю но кому нужно общение без какой либо отдачи люблю делиться интересными статьями постами и книжечками А ещё не хватает человека с которым можно обсуждать сериалы кинцо 3 Телега lebensmude
False, 1 Кун о 26 годах ДС 182 70 Без клинических заебов Бываю интересным собеседником алкоголиком надеждой и опорой квинтэссенцией трэша и угара 2 Тян без целей смысла и совсем уж фатальных проблем с головой Будем читать Лавкрафта вслух на ночь под грибами или сказки братьев Гримм вместе ждать чуда в новогоднюю ночь и просто дружить или не будем Конкретно на НГ есть вписка в небольшую уютную компанию Содержание праздничной программы обсуждается Вкатывайся 3 
