Пол,Сообщение
False, Ищу друзей приятелей Интересуют открытые и неглупые люди 17 мужского пола В приоритете общение ирл прогулки поездки игры и т п Общение исключительно в Интернете не интересует Могу конечно попробовать пообщаться с самкой человека но тут вы сами решайте я не буду проявлять инициативу писать первым спрашивать как день прошел и т п Может через полгода регулярного общения начну не знаю Наглые модные школьники петучи с дотаном головного мозга кучей друзяшек вписками не интересуют Я же ищу Человека а не обезьяну По лайкам не выбираю комменты не читаю пишите в ЛС 1 Сарапул если Ижевск то см п 2 2 Общение не посредством компа обязательно 3 Ищу нового друга Именно из Сарапула т к здесь больше друзей не осталось 4 Не люблю писать первым полагаю что кому надо сам напишет позвонит Это минус конечно Зато я всегда готов ответить когда онлайн 5 Не люблю циничных аморальных чсвшных наркоманов алкашей психонавтов и Лучше всего если ты аниме его я хотя бы смотрю 6 Теперь когда от контингента соц остался 1 ты можешь написать мне сюда или в телеграмм GreenFirefly 
False, Кун 21 Тверь Все подряд Тян для общения и возможно чего то большего tg fleecehop
False, 1 ДС м Много 3 Друзей кататься в Волене и Сарачанах на борде или лыжах в предстоящий сезон Можно вместе съездить в Сочи или в Европу покатать 4 sledgehammer17
False, Напишу пожалуй в последний раз а то и чувствую себя неловко и не особо надеюсь на успех но почему бы не попробовать ещё разок 1 Кун 24 ДС Не думаю что это важный критерий мы же всё таки в интернете Но ирл когда нибудь возможен да 2 Провожу дни один в абсолютном одиночестве с перерывами на работу атм страдаю на больничном поэтому медленно и верно схожу с ума Нет друзей нет подруг совсем абсолютно никого нет да так бывает Посему можем общаться на разные темы ведь такое состояние располагает к изучению разнообразных темок Вообще я няша стесняша и добряк если меня не душить А подробнее можно узнать лично 3 Тян Обычную простую настоящую Если такие вообще есть Надеюсь что тебе как и мне нужен друг товарищ собеседник и ты будешь заинтересована в таком общении С тобой мы можем писать рассказы играть в игрушки говорить о повседневных глупостях виртить оказывать друг другу посильную психологическую поддержку кидать друг другу картиночки и рофлить с них обмениваться музыкой но стоит понимать что не все картиночки смешные а музыка вкусовщина обсуждать и находить ошибки в полит программе оппозиционной партии Намибии и всё в таком духе Может ещё найдем какое то дело Если ты бахаешь в шахматы то тебе вообще цены не будет 4 nothingleftolose ramber ru 
False, Я парень ofc Быстрфикс
True, 1 20 лет ДС 3 Хочется найти родственную душу того с кем можно было бы быть полностью честной делиться всеми своими переживаниями и теплом того кто принимал бы меня такой какая я есть Мечтаю о добром понимающем и тёплом человеке которому я была бы нужна чтобы проводить с ним своё время разговаривать обо всём и совместно заниматься чем нибудь смотреть чего нибудь играть возможно даже создавать чего то вместе и всё такое Для меня твоя внешность пол и место расположения самое главное это твой внутренний мир и его совместимость с моим но всё же желательно чтобы ты был старше меня 2 Я достаточно низкорослая и худая но далеко не самая красивая если для тебя принципиально найти няшу 10 10 то не нужно писать мне Я спокойная неконфликтная не люблю агрессивные выяснения отношений и придирки Мне интересно программирование геймдев люблю играть во всякие игры читать смотреть фильмы аниме и особенно сериалы Нравится размышлять и спорить на околофилософские и околополитические темы Увлекаюсь языкознанием люблю изучать разные языки и читать книги на эту тему Почти всю свою жизнь я провожу в интернете поэтому если ты вдруг захочешь скорее всего для меня будет крайне сложно первое время куда то выбираться Очень часто грущу и унываю возможно ты бы мог помочь мне вылезти из этого состояния одиночество точно не идёт на пользу У меня нет социальных навыков но не смотря на это учусь в вузике 
False, 25 лет Москва Ищу девушку возраст не важен Погулять поболтать вместе выпить вина дальше по наклонной Живу один совсем один В свободное время смотрю фильмы провожу время с друзьями или с ними же играю в игры Многие друзья уже детей воспитывают а мне порой просто не с кем какие то мелочи обсудить и нечем поделится в общем не хватает своего человека Ну и в театр тоже не с кем сходить Angel fortheheist yandex ru
False, 1 Киев 22 парень 2 Интересов много есть и мейнстримные и совсем нет Здесь детально рассказывать смысла не вижу да и неинтересно будет если заранее всё знать Общаться умею и даже люблю если собеседник интересный и не глупый скучно становится только от людей которые не могут говорить ни о чём кроме своей повседневной жизни так что я думаю общий язык при желании сможем найти если ты 3 Тянка из Киева или относительно близко не слишком социальная более менее адекватная ценишь музыку слишком много времени проводишь за компьютером в интернете и так же наивно как я думаешь что тут можно найти кого то необычного для общения и отношений с хоть какой то глубиной 4 Телеграм astart3
False, I Ростов на Дону кун 21год II Если ты тян от 18 из этого же города тебе скучно и есть что рассказать то милости просим Переход в ирл желателен III узнаешь в процессе разговора vk id342546874 телега vyebigovna
False, 21 Москва XY Было бы здорово если откликнулся человек который шарит в психологии может что то посоветовать почитать по этой теме и т д Если любишь хип хоп 90 ых то скинь пару треков Давайте договоримся стесняться не надо общаюсь охотно со всеми 7 из 10 если чо
False, Самара кун 24 лвл Программист говорят что интересный человек Пишите тг savagenerd
False, 1 Бруклин 30 лвл Кун 2 ноулайф с богатым внутренним миром А если проще программист 3 Тян для интересного общения 4 Tg lightBrk
False, Пообщаюсь с тян от 20 лет до похуй нормальной без хикканства и винишка Приоритет ирл походы куда нибудь Сразу или почти сразу обмен фото Клево если ты не тупая Это правда клево О себе не очень люблю модные течения Ненавижу когда пустоту внутри пытаются скрыть под безысходностью и меланхолией Не понимаю аниму Не долюбливаю никакихкакфсе ибо они как тупые и пустые Не хочу больше бухать в шумных компаниях по пятницам хочу к тебе ехать и проводить время вместе В общем вот телега ilyage 
False, Кун 17 Научная фантастика Фанатичный вахаёб Иногда смотрю анимцо или сериалы на самом деле очень редко в основном кножочки Я слегка туповат от слова совсем Писать только тням но предупрежу что со мной скучно да и вообще я унылое говно которое любит ныть о своей никчемности Если вдруг я тебя заинтересовал то напиши и я покажу тебе всю мощь моего дерьмового характера и заставлю тебя пожалеть о том что ты вообще наткнулась на это Телега KRIEG_SOLDATEN
False, 1 дс2 спб питер М 26 2 я весь такой творческий увлекаюсь созданием визуального и звукового контента прогулками по ебеням экспериментами всякими волшебными необычными штуками 3 тян для участия в импровизационных и не совсем ритуалах которые я провожу в самозахваченном пыльном подвале и прочих экспериментов вплоть до создания своей идеологии 4 на фотках ритуалы и просто образцы визуальной продукции еблет на впашке есть
False, 1 26 м Таганрог 2 В тг расскажу о интересах и прочем 3 Поболтать кого нибудь пока я на работке 4 tikirikitavi
False, нижний мальчик нетряпка люблю женскую доминацию в постели 185 80 фото при переписке короткий список табу следы оставлять можно ищу верхнюю девочку в долгосрочной перспективе но и от разовых встреч не против vsezakonchitsaploho
False, 1 21 ДС м 2 У меня много интересов много в чем я разбираюсь хорошо или не очень но не суть важно Как показала практика сходство интересов не играет ключевой роли при знакомстве и дальнейшем общении так комфортного собеседника мы определяем несознательно ну или не совсем сознательно на основании личных ощущений 3 Девушку для общения с перспективой отношений Тут будет список еще точно не знаю насколько длинный но все перечисленное будет нести рекомендательных характер а Ты не инфантильна не страдаешь от переизбытка тараканов в голове четко осознаешь себя и свои потребности б Ты энергична цели и стремления это твоё ты мотивированна на достижение результата постоянно самосовершенствуешься и развиваешься в области своих интересов в Ты активна не злоупотребляешь алкоголем и не упарываешь г Ты спокойна ты не станешь совершать импульсивных поступков просто потому что д Ты можешь в эмпатию е Не лицемерна и не эгоистична Вешать ярлыки или давать оценки это не есть хорошо все люди разные и не нам решать что правильно а что нет Вот Что касается внешности Я совру если скажу что мне абсолютно все равно как ты будешь выглядеть но если ты аккуратна чистоплотна и не имеешь очевидных физических уродств то этого будет вполне достаточно И да было бы идеально если ростом ты бы не превосходила меня 182 4 Сначала только почта так можно вести осмысленный полноценный диалог Перекидываться маловажными или незначительными сообщениями в мессенджерах как по мне не очень приятно во всяком случае на первых порах oro oro oro ro ru
False, Новосибирск 24 пол прекрасный мужской Если ты девушка и тоже из Новосибирска которая в гробу видала всякие отношения со всей присущей им кутерьмой и бессмысленной суматохой но время от времени не хватает ламповых разговоров нежности и ласки прошу сюда gmdgauggmgsus4gmad list ru
False, И встретиться ИРЛ если пойдёт
False, Кун 21 лвл Кострома Пишу музыку играю в игори смотрю фильмыиногда расширяю сознание Ищу тян шоб можно было интересно пообщаться Telegram Dantalian44
False, 1 Кун 30 лвл 2 История средних веков настольные РПГ электронная музыка религиозная философия 3 Собеседника 4 Телега consolamentum 
True, Ноулайфер тян Игры манга аниме фильмы etc Мне одиноко и очень не хватает общения Хотелось бы найти любого анона независимо от пола возраста для разговоров по сети в перспективе друга но это не обязательно Желательно чтоб у тебя не было много друзей и мало свободного времени Алсо постоянный онлайн если я не играю или сплю так что можешь писать в любое время asdfqwrdsh
True, тян томск 
False, 1 Город возраст пол 2 Об интересах в двух словах 3 Кого ищем 4 Ваши контакты если это логин в месенджере или соцсетях то уточняем где именно Баны выдаются за 1 Флуд не по теме и обсуждение анкет 2 Рекламу конференций для этого есть Просьбы дать другие контакты будут удаляться Если телега или ВК недоступны то это значит что человек сам поменял их и больше не хочет общаться Перекат треда каждые 1500 постов 
False, Эх Как же хочется Марту Сталь 
False, Питер 25 лвл Кун Недавно расстался с тянкой по обоюдному согласию Спермотоксикоз замучил ебаться с какой то левой тянкой не хочу Ищу девушку для секса ДЛЯ ЗДОРОВЬЯ Пару раз в неделю норм будет Место есть сам не всрат raki suta mail ru
False, НиНо Нижний Новгород кун 19 лвл Куча всякого но конкретно сейчас симс Ищу тян для Вуху Почта гмеил скуп andravdo или телега IstArck
False, Ну ладно просто любопытно вроде в октябре планировала переезжать
False, 20 лвл нижний гоу лампово общаться без разницы кто ты s4h4ra
True, Тян один из ДСов joyproton телега Кого нибудь поговорить
False, Два чая 
False, ты не прав парень
False, А я ищу не тян а с кем можно чилить и дуть время от времени
False, Ну так это не новость 
False, Ну го еще раз Архангельск 24М По ходу общения расскажу или не расскажу ибо хер тут кто сидит с нашей деревни Тян можно и куна с которым можно бухнуть vk com ihateyouokay tg osgaa
False, на моюанкету никто не ответил кроме куна одного мимокун
False, Эх сейчас бы гордится еблей 
False, Оставлял анкету 2 раза Выебал 5 тян А ты просто неудачник 
False, Хорошо что я никогда не пишу тианам 
False, фикс
False, Это сколько примерно прилетает ответов на самую зарядную тянскую анкету 
False, 
False, эт что 
False, А я напоминаю почему ваши попытки найти тян бесполезны 
False, Ты типа грибок
False, А ты типа тян или типа кун 
True, тян краснодар люблю котиков и обниматься учусь на юриста поздно ложусь спать и сильно мерзну давай дружить и греться телега serdcevsakatah 
False, 1 Пермь 22 М не урод всегда слежу за собой 2 Ищу девушку неважно какого возраста веса и т д главное что бы ты ничем не болела и следила за собой Ищу для того что бы доставлять друг другу удовольствие например если тебе нравится куни то енджой если я хочу пошлепать тебя по попке то тоже соглашайся Но если у тебя например табу на анал то естественно его и не будет наши отношения будут выстроены строго для того чтобы доставить друг другу удовольствие Соответственно полная анонимность и расход по первому требованию с другой стороны В удовольствие кстати может входить и совместное времяпровождение например посмотреть фильм поесть шаурмы или выпить Если хочешь этого пиши не стесняйся 3 fake fac mail ru фейкопочта потом перекатимся куда хочешь
False, Они мне 
False, Эх Как же хочется Марту Сталь 
False, Кто кому пишет 
False, И пишут таки
False, Парень 22лвл Москва Вряд ли желающие найдутся но все же D Увлекся кладбищенской тематикой Поэтому хотел бы сходить либо на Новодевичье либо на Ваганьковское кладбище с тян похуй на твою внешность главное чтобы ты была интересной тг hanran vk 
False, Снова на связи прощелина им Шкапина ДС2 Ребята не тян я нет Ищу достаточно храброе сердце которое екнет здесь синхронно с моим в ближайшие дни А если не в ближайшие то в ноябре тг utka_maliar
False, Забыл добавить курсы для слабаков выполнение цели не гарантировано
False, Кун 17 лвл дс2 ищу ламповую неленивую относительно неглупую тян чтобы вместе готовиться к экзаменам планирую составить что то типа программы какой нибудь которую мы будем примерно соблюдать не обещаю что она будет хорошей Начинать буду в начале ноября Буду сдавать физику и информатику по дефолу Цель 100 баллов по всем предметам Также можно гулять общаться и т п gorelka
False, Скучный и унылый кун из Подмосковья нужна такая же скучная и унылая тян чтобы вместе скучать HIDEO_KOJIMA
True, Лол эта шлюха не только тебя заебала удаляться Нет она ещё в своей дыре
False, 1 DC 28 M 2 Пьянки концерты прелестные фрау и вещества Сеньор погромист 300кк в секунду В свободное от работы время снимаю порно 3 Все предельно просто Ищу девочку которой смогу излить свои душевные переживания и услышать дельный совет по поводу отношений От меня можно ожидать того же Общаемся исключительно онлайн 4 st3vej0bs mail ru
False, 1 Киев 20 лет парень не всрат чуточку худоват 2 Интересы разнообразные поговорить можно о чем угодно что прийдет в голову люблю беседы лишенные смысла даже если любишь коллекционировать чужие волосы фоткать ступеньки то пофигу пиши будет интересно о таком узнать Люблю музыку смотреть фильмы гулять в неизвестных местах залипать на закат много чего разного 3 Девушку совместно без каких либо обязательств побухать посидеть поболтать без заебов пообниматься поваляться фильм глянуть если будет симпатия то и более интимным занятся 4 lukikukibuki gmail com
False, 1 26 кун 2 Фентези паранормальщина фантастика киберпанк даркнет экзистенциальный ужас 3 ищу тян 4 frim08 телега
True, кунца для лампового общения 
False, Москва 19 кун Заблудился на тропах зачарованного леса бытия Ищу овер милую тян которая проведёт по нему детальную экскурсию или наконец покажет где выход
True, тян тян тян тян я тян интересов нет но пишите мне
False, Кунов у меня есть 
False, тг 
False, Добавлю ещё можно сходить в театр или кино или на мероприятия интересные 
True, так как тред очень скоро удалят пилю анкету тян ДС 21 человека с чувством юмора без желания выливать на меня проблемы без остановки общаться может сходить куда то даже будь пожалуйста добрым и общительным и с приятным голосом 
False, 
False, 100 лет не пил вина хорошего обычного темноепиво вискикола водкаводкаводка
False, ну хочешь тебе кун напишет 
False, Кто со мной в ионотеку 
False, Винишка бухнем ееееееее 
False, вообще просто хочется выпить вина и потанцевать я 180 60 ирл из меня 2х слов не выдавить если я трезвыи
False, Ну и ладно я сам 
False, 1 дс2 спб 21 парень 2 сериалы пьяные танцы рисую учусь не работаю 3 Девочек желательно из дс2 но можно из других городов если вы любите общаться фоткать и рисовать Стилёвые куны которые любят пить и танцевать тоже приветствуются 4 E Mail aq1i06 ethersports org а там перекат в ТГ или куда кгодно P s хз зачем оставляю тут анкету в очереднои раз надеюсь что когда нибудь мне попадётся интересная тян ки пикрандом
False, телега BlackSharp
False, Не пишите ему на самом деле ему 30 и он ебет собак 
False, воронеж старый оскол 20 кун рандомные дела тяночку hentai01
False, 1 Кун 23 Красноярск 2 Не альфоватый но и не всратый кун Интересуюсь всем но понемножку 3 Ищу приятную тян чтобы вместе переждать надвигающуюся зиму за игрой в иксбокс и ламповыми посиделками с видом на ночной город из моего окна 4 Тг 
False, Кун 23lvl ищет кого нибудь для лампового общения Скайп maxbullettime98
False, мне 28 и я за ручку не держался и мне очень нравятся тяночки любые спасити меня
False, 1 Белгород 18 кун 2 Всё всё 3 тяночку 4 
False, блаблабла всем похуй что тебя кто то бросил сдохни
False, Мужчина 28 лет недавно перекатился из ДС в глубокое замкадье Не знаю буду ли теперь вкатываться обратно Не суть в общем Меня внезапно бросил самый близкий человек с которым я был почти 10 лет и вокруг которого был выстроен весь мой мир с самой юности Сейчас я остался ни с чем Точнее с полной утратой воли к жизни размышлениями на тему самовыпила употреблением АД и транков Тоскливо и тошно До этого был вполне жизнерадостным и неплохим парнем хотя и безусловно ебанутым несмотря на внешнюю адекватность я совсем не нормиз Прокачивал музыкальные скиллы начинал писать музыку для нас с тянкой имел далеко идущие планы и амбиции занимался спортом интересовался культурой и искусством Всегда был помешан на музыке Зарабатывал фрилансом Сейчас все это лишено смысла Убиваю время жду пока АД подействует бесцельно шатаюсь по улицам когда хватает сил вылезти из дома Хотелось бы попытаться в общение с неглупой девушкой оказавшейся в схожем положении состоянии Если угодно взаимно поплакаться и все такое Не склонен к нытью по умолчанию но сейчас все совсем плачевно Почему именно с девушкой Нет я не ищу секса или отношений Просто женщины тоньше понимают все эти проблемы и вероятность как то поддержать друг друга у М Ж выше чем у М М Писать мне ради того чтобы спасти не стоит я взрослый человек и редко совершаю импульсивные поступки как следует все обдумываю Я просто хочу пообщаться с человеком у которого были или имеются схожие проблемы и вероятно такое же тяжелое состояние Если прочтенное как то резонирует с твоим внутренним состоянием пиши в ТГ iLuvLyleinics 
False, Ищу тян которая может в хакинг 
True, тян 17 дс2 ищу друзей подруг vk com cactus_man
False, Парень 21 Москва девчонки потрахайтесь со мной пожалуйста id5620233 huttend
False, СПб хороший умный и не всратый парень Ищу не всратую и не пухлотян подбухнуть сейчас Телега fakefakename
False, Хочу жить с тян а то я ебал
False, 1 Челябинск 31 м 2 Интересы самые разнообразные музыка литература кино техника компы разработка растениеводство Могу хоть о чём пообщаться Значения не имеет 3 Девушка для общения а там как пойдёт 4 Вкудахтер Потом можно телегу но хотелось бы личного общения Погулять куда то сходить и т д 
False, 1 Спб 19 М 2 Раста музло фильмы ламповые места Только приехал город хуевато знаю 3 Тян хотелось бы милую Кунов корешей пить пивко и вырубать 4 Вк vk com griprite 
False, 1 Спб 19 М 2 Раста музло фильмы ламповые места Только приехал город хуевато знаю 3 Тян хотелось бы милую Кунов корешей пить пивко и вырубать 4 Вк vk com griprite 
False, М ДС Есть кто сгонять на ландан электрисити в эту пятницу телега ulthwe
False, Город то какой епту и платить сколько чо за охуительные предложения хуй пойми чего
False, кун село екб в смысле по хуйне поговорить го yourzaratusthra
False, Поговорим Гендер вполне мужской
False, мб тут кто то ищет жилье ищу соседа в однуху в идеале платежеспособного сыча студента на шее у родителей социобляди нарики и нищуки мимо id373517518
False, ДС2 кун 25 
False, 20лвл В ДСе недавно Ищу тян погулять
False, Няшный какой Жаль я не из Рашки забрала бы себе 
False, Томск кун 19 Стандартные интересы играю на гейтарке программирую читаю книги смотрю сериалы и аниме люблю пошароебиться вечером ночью по ебеням Ищу тян с Томска которая захочет шароебиться вместе Телега 
False, 1 ДС Тимирязевский район 22 Парень 186 92 на пикче я 2 Люблю активный отдых совершенно не ЗОЖник хоть и спортом активно занимаюсь Дофига социализированный и общительный экстраверт хотя иногда бываю малоэмоциональным Увлекаюсь фотографией немного музыкой социальными эксперементами Еще нравятся татуировки и девочки в платьях з Не люблю баклажаны и чернослив с 3 Ищу девушку в идеале чтобы жила не далеко от меня с которой можно будет задружиться по интересам и общению с последующим перекатом в ирл 4 телега mr_rodr
False, Днепр М 24 Ищу собеседников которые все еще могут в общение и не скатились до уровня животных Желательно тян Telegram pkg21
False, Украина кун в душе всегда 18 Посмеяться погрустить вместе поддержать друг друга и т д и в таком духе тян 18 а лучше 20 vk com id326227915
False, 1 К у н 17 лвл На данный момент учусь на погромиста в шараге и живу в Новосибирске 2 Ищу людей для общения читаю книги слушаю разную музыку развиваюсь через аниме пытаюсь вкатиться в философию тян кун не важно 3 
False, бамп
False, И телега redzavr
False, М 25 ДС Ищу предпочтительно девушку завтра послезавтра погулять по городу где нибудь посидеть сходить в кино Отношения пока интересуют слабо 
False, Вк забыл 
False, Екатеринбург Пиши если ты тян или депрессивный до асексуальности Никаких попоек подрочинок секса втроем не предлагать Хорошо если эти слова что то значат для тебя pls objective always bronze rapejokes isnt funny Geneviève Elverum is already dead telega Aurielsolo
False, ищу КОГО НИБУДЬ С БЛАГОВЕЩЕНСКА Daymaruss все остальное обо мне в тг 
False, Ищутся друзья приятели из Сарапула в крайнем случае Ижевска С кем хочу общаться анимешники скромные умные любящие учиться добрые гетеросексуальные психически здоровые С кем не хочу озлобленные двачеры типичные бабы сверхчеловеки нарки etc Желательно чтобы ты обладал редкой способностью писать первым звать погулять сходить куда либо Хиканы домоседы еще и сопротивляющиеся моим вялым попыткам их вытащить куда то это хреновый вариант для общения Спасибо за внимание 
False, ДС 15 парень с 2014 года сижу в интернете по 16 часов в день практически ничего не делаю просто листаю ленту вк двач иногда играю иногда выхожу погулять ну и музыку слушаю Больше ничего в жизни не интересует Хоть пару друзей есть с кем могу гулять с большинством прекращаю общаться уже через пару дней В школе учился на домашнем обучении потому что меня там настолько достала травля что я в порыве ярости избил одного и меня исключили из школы а в другие не берут да и мне не особо хотелось учится в компании агрессивных людей 5 Ищу же я человека который принесет искорку новой жизни Сможет со мной гулять сидеть в скайпе смотреть фильмы да и просто вместе деградировать Было бы хорошо чтобы ты сам мне писал ведь я часто забываю писать людям и из за этого они исчезают из моей жизни 
False, 26 лет Москва работа связана с предметами искусства учусь в рггу на втором высшем по специальности искусствоведение часто путешествую по Европе люблю группу Placebo спорт курить кальян караоке шабить в Амстердаме Ищу девушку чтобы дарить друг другу тепло в это холодное время любовь и приятные эмоции Будь 17 симпатичной речь не о модельной внешности мне нравятся разные типажи просто чтобы без усов и 100кг при 150 см росте имей свои увлечения и интересы не относись к сексу как к обязанности tg space_m0nkey есть вк
False, 1 Кун 24 Хабаровск 2 blahblahblah 3 Тян которая хотела в местную помойку переехать и искала сожителя которая любит в телеге аккаунты удалить еще вроде раньше телега была dead_meme или что то около того просто интересно как ты переехала или нет 4 dedgame
False, воронеж старый оскол 20 кун рандомные дела тяночку hentai01
False, Питер 25 лвл Кун Недавно расстался с тянкой по обоюдному согласию Спермотоксикоз замучил ебаться с какой то левой тянкой не хочу Ищу девушку для секса ДЛЯ ЗДОРОВЬЯ Пару раз в неделю норм будет Место есть сам не всрат raki suta mail ru
False, Нижний 19лвл кун Работаю прогером говорю только о музыке но иногда переключаюсь на книги Тян которая сможет открыть для меня что то новое кроме музыки ИТ и книг телега PresidentialBeard
False, Здоровэнькы булы Хохел на проводе Мне 23 года ебана рот как время летит то хохол салоед борщехлёб и москалехейтер нет Скачу 24 7 главное что не на бутылке работаю веб разработчиком скрываюсь от военкомата Огромный пласт знаний и дохуллион интересов могу говорить долго и о чем угодно главное что бы собеседник имел словарный запас более 3 х слов Шлите повестки в телегу hohlo_kit 
False, Даня 20 лвл Ниебический философ тупой гамбургер панк Нужна мадам для приятного пиздежа на разные темы Маил сру 
True, Познакомлюсь с парнем старше 26 
False, ДС Какол гастарбайтер 20лвл Типичный набор просматриваемых сериалов игрушек Читал Курвака Цели для знакомства особой нет Телега retardalerts
False, badmicro pizdec zabil telegu
True, Тян из дс Пиши научу абузить гормоны vgtrkferz gmail com
False, кун 18 спб дс2 дс 2 питер санкт тупа зачетный пац хуле тут еще добавить
False, Воронеж м 24 CRM системы техническая поддержка администрирование Ищу коллегу в команду на работу Данный пост не является официальной вакансией публикуется в рамках эксперимента после небольшой беседы в тг вам будет предоставлена ссылка на вакансию нашей компании а ваше резюме направлено в наш hr если вас это заинтересует Зп 20к с первого месяца есть корпоративные ништяки justfall
